,time,low,high,open,close,volume
0,1515275580,16800.0,16800.0,16800.0,16800.0,0.2800609
1,1515275520,16799.99,16800.0,16799.99,16800.0,1.18160702
2,1515275460,16799.98,16799.99,16799.99,16799.99,2.680861819999999
3,1515275400,16799.98,16799.99,16799.99,16799.99,1.8709168900000002
4,1515275340,16799.98,16799.99,16799.98,16799.99,3.545657139999999
5,1515275280,16799.0,16799.99,16799.0,16799.98,2.05131186
6,1515275220,16797.99,16799.0,16798.0,16799.0,3.403470979999999
7,1515275160,16785.92,16798.0,16785.92,16798.0,1.54472561
8,1515275100,16783.86,16785.92,16783.86,16785.92,1.14482704
9,1515275040,16783.84,16783.86,16783.85,16783.86,1.8289875800000002
10,1515274980,16783.84,16783.85,16783.84,16783.85,0.65941543
11,1515274920,16783.84,16783.85,16783.85,16783.85,0.8884694299999991
12,1515274860,16783.84,16783.86,16783.86,16783.85,1.09148012
13,1515274800,16783.84,16783.86,16783.85,16783.85,1.753441189999999
14,1515274740,16783.85,16783.86,16783.86,16783.86,1.71969439
15,1515274680,16783.85,16783.86,16783.86,16783.86,0.73860812
16,1515274620,16774.99,16783.86,16774.99,16783.85,2.50252639
17,1515274560,16751.05,16774.99,16751.06,16774.99,8.31244307
18,1515274500,16750.0,16784.3,16784.3,16751.06,4.67792481
19,1515274440,16768.74,16808.75,16808.75,16784.29,2.03074713
20,1515274380,16800.85,16808.75,16800.85,16808.75,2.363824749999999
21,1515274320,16799.99,16800.86,16800.0,16800.86,5.23099054
22,1515274260,16799.0,16800.0,16799.0,16800.0,3.16255161
23,1515274200,16784.29,16799.0,16784.3,16799.0,2.8351904
24,1515274140,16782.92,16784.3,16782.92,16784.3,1.16445492
25,1515274080,16776.46,16782.0,16776.47,16782.0,3.20011868
26,1515274020,16776.43,16776.47,16776.43,16776.46,1.01629572
27,1515273960,16768.72,16768.75,16768.72,16768.75,1.299107609999999
28,1515273900,16768.71,16768.72,16768.71,16768.72,1.5899454899999999
29,1515273840,16768.71,16768.72,16768.72,16768.72,0.9387199700000001
30,1515273780,16768.71,16768.72,16768.72,16768.72,1.54627131
31,1515273720,16768.72,16784.3,16784.3,16768.72,2.04705514
32,1515273660,16773.19,16784.3,16773.19,16784.3,0.96717744
33,1515273600,16712.2,16773.19,16738.24,16773.19,4.396370559999999
34,1515273540,16721.06,16773.29,16773.29,16738.22,2.47676288
35,1515273480,16770.99,16789.07,16789.03,16773.36,3.598686919999999
36,1515273420,16785.0,16800.01,16800.0,16785.0,4.587185519999999
37,1515273360,16803.11,16817.92,16817.91,16803.39,2.18027192
38,1515273300,16817.91,16817.92,16817.92,16817.92,2.54755002
39,1515273240,16817.91,16817.92,16817.92,16817.91,1.14484694
40,1515273180,16811.08,16827.27,16827.26,16817.92,0.8916528100000001
41,1515273120,16823.01,16843.12,16843.12,16823.01,1.26906903
42,1515273060,16839.99,16844.44,16844.44,16843.11,1.42518229
43,1515273000,16837.49,16844.44,16837.49,16844.44,1.72799096
44,1515272940,16830.88,16843.72,16840.0,16837.49,3.318978389999999
45,1515272880,16844.43,16844.44,16844.44,16844.44,4.406063499999999
46,1515272820,16840.0,16848.96,16848.9,16844.44,3.184757849999999
47,1515272760,16848.99,16849.99,16849.99,16849.0,8.816721799999998
48,1515272700,16849.98,16849.99,16849.98,16849.98,3.634846159999999
49,1515272640,16849.98,16849.99,16849.99,16849.99,4.67018029
50,1515272580,16849.98,16849.99,16849.99,16849.99,6.67784923
51,1515272520,16849.98,16849.99,16849.99,16849.98,6.46220256
52,1515272460,16849.49,16849.99,16849.5,16849.99,1.39444879
53,1515272400,16849.49,16849.5,16849.5,16849.5,4.305517170000001
54,1515272340,16849.0,16849.5,16849.0,16849.5,4.132105490000001
55,1515272280,16848.99,16849.0,16849.0,16849.0,0.933011709999999
56,1515272220,16848.99,16849.0,16849.0,16848.99,4.65966857
57,1515272160,16848.99,16849.0,16848.99,16849.0,1.93167615
58,1515272100,16848.99,16849.0,16849.0,16848.99,2.09378024
59,1515272040,16848.99,16849.0,16848.99,16849.0,1.62089894
60,1515271980,16848.99,16849.0,16849.0,16848.99,1.3569665
61,1515271920,16848.99,16849.0,16849.0,16849.0,1.9353621200000002
62,1515271860,16848.99,16849.0,16849.0,16849.0,1.431129369999999
63,1515271800,16848.99,16849.0,16849.0,16848.99,1.3664098
64,1515271740,16842.68,16849.0,16842.68,16848.99,1.497193929999999
65,1515271680,16841.44,16842.69,16841.44,16842.68,1.257230149999999
66,1515271620,16834.99,16841.44,16835.0,16841.44,4.807866490000001
67,1515271560,16829.99,16833.7,16830.0,16833.7,4.7652339900000005
68,1515271500,16829.99,16830.0,16829.99,16830.0,1.458966119999999
69,1515271440,16824.98,16830.0,16824.98,16829.99,2.17461717
70,1515271380,16799.98,16825.0,16799.98,16824.97,3.56793704
71,1515271320,16799.98,16799.99,16799.98,16799.98,1.96673139
72,1515271260,16799.98,16799.99,16799.99,16799.99,0.93836715
73,1515271200,16799.98,16799.99,16799.99,16799.99,1.832015709999999
74,1515271140,16799.98,16799.99,16799.98,16799.99,1.29247326
75,1515271080,16797.0,16799.99,16797.01,16799.99,2.1696210000000002
76,1515271020,16797.0,16799.0,16798.99,16797.01,0.86123529
77,1515270960,16798.99,16799.0,16799.0,16798.99,1.843142069999999
78,1515270900,16793.71,16799.0,16793.71,16798.99,2.49852149
79,1515270840,16793.7,16793.71,16793.7,16793.7,1.43757908
80,1515270780,16780.64,16800.01,16800.01,16793.7,1.1515487299999991
81,1515270720,16800.0,16802.99,16802.99,16800.01,2.026306619999999
82,1515270660,16802.98,16810.01,16810.01,16802.98,3.41664718
83,1515270600,16810.0,16829.99,16822.99,16810.0,2.41299309
84,1515270540,16822.98,16822.99,16822.99,16822.99,1.12409215
85,1515270480,16773.67,16840.0,16840.0,16822.98,4.11014391
86,1515270420,16780.0,16799.0,16780.0,16799.0,3.801504179999999
87,1515270360,16778.99,16780.0,16779.0,16780.0,1.9228167600000001
88,1515270300,16778.99,16779.0,16779.0,16779.0,1.43373014
89,1515270240,16778.99,16779.0,16778.99,16779.0,0.5083046800000001
90,1515270180,16778.99,16779.0,16778.99,16779.0,1.4881259
91,1515270120,16778.99,16779.0,16778.99,16778.99,1.27219916
92,1515270060,16775.0,16779.0,16775.0,16779.0,4.95961329
93,1515270000,16744.99,16775.0,16744.99,16775.0,5.65938681
94,1515269940,16743.83,16745.0,16743.83,16745.0,1.251410159999999
95,1515269880,16736.98,16751.57,16751.57,16736.98,3.88008534
96,1515269820,16745.0,16745.01,16745.0,16745.01,1.83595138
97,1515269760,16749.99,16750.0,16750.0,16750.0,2.191906389999999
98,1515269700,16736.99,16750.0,16736.99,16740.04,3.1289706
99,1515269640,16736.99,16737.0,16737.0,16737.0,0.66144597
100,1515269580,16731.99,16737.0,16731.99,16737.0,0.45732891000000003
101,1515269520,16731.98,16731.99,16731.98,16731.99,2.07387986
102,1515269460,16716.57,16731.99,16716.57,16731.98,4.368775029999999
103,1515269400,16716.56,16716.57,16716.57,16716.57,1.21989052
104,1515269340,16716.56,16729.41,16729.4,16716.57,2.66633816
105,1515269280,16729.4,16737.0,16737.0,16729.4,2.39967503
106,1515269220,16736.99,16737.0,16736.99,16737.0,1.76545792
107,1515269160,16736.99,16737.0,16736.99,16736.99,1.57151945
108,1515269100,16736.99,16737.0,16737.0,16737.0,2.9809306500000003
109,1515269040,16736.99,16737.0,16737.0,16736.99,4.60953818
110,1515268980,16736.99,16737.0,16736.99,16737.0,0.89182456
111,1515268920,16736.99,16737.0,16737.0,16737.0,1.911089039999999
112,1515268860,16735.01,16740.01,16740.0,16737.0,2.305006289999999
113,1515268800,16731.0,16744.85,16731.0,16740.01,2.01177961
114,1515268740,16729.4,16731.0,16729.41,16731.0,3.22502704
115,1515268680,16724.33,16729.42,16724.34,16729.42,1.34023362
116,1515268620,16712.25,16724.39,16724.39,16724.34,4.2363858
117,1515268560,16710.01,16730.01,16730.01,16724.39,2.3978167700000013
118,1515268500,16710.0,16730.01,16710.01,16730.01,1.46029821
119,1515268440,16710.0,16730.01,16730.0,16710.01,1.75910769
120,1515268380,16730.0,16730.01,16730.01,16730.01,0.9523150100000001
121,1515268320,16730.0,16735.01,16735.0,16730.0,1.8243444100000001
122,1515268260,16735.0,16735.01,16735.0,16735.01,4.142953230000001
123,1515268200,16735.0,16735.01,16735.01,16735.01,1.96963732
124,1515268140,16735.0,16735.11,16735.11,16735.0,2.23635786
125,1515268080,16735.12,16759.89,16759.89,16735.12,4.660986599999998
126,1515268020,16747.22,16775.51,16775.5,16759.9,1.64565863
127,1515267960,16775.5,16775.51,16775.5,16775.5,1.93237286
128,1515267900,16775.5,16775.55,16775.55,16775.51,2.49199036
129,1515267840,16750.0,16775.55,16750.0,16775.5,1.1728844
130,1515267780,16734.99,16779.98,16779.97,16741.78,3.805279999999999
131,1515267720,16774.0,16780.0,16774.0,16779.98,2.02454791
132,1515267660,16763.62,16774.01,16763.62,16774.01,0.7143146300000001
133,1515267600,16740.66,16773.97,16740.66,16773.97,4.64084613
134,1515267540,16740.66,16780.0,16770.0,16740.66,4.14963134
135,1515267480,16740.0,16770.0,16740.0,16769.99,1.10431755
136,1515267420,16734.99,16739.0,16735.0,16739.0,1.8173838599999992
137,1515267360,16734.99,16735.0,16735.0,16735.0,1.59327895
138,1515267300,16734.99,16735.0,16735.0,16734.99,1.9994375400000002
139,1515267240,16734.99,16735.0,16735.0,16735.0,3.7701956
140,1515267180,16734.99,16735.0,16734.99,16735.0,2.35627428
141,1515267120,16734.99,16735.0,16735.0,16735.0,2.43990866
142,1515267060,16725.03,16735.0,16735.0,16735.0,0.5065390700000001
143,1515267000,16734.99,16735.0,16735.0,16735.0,1.70268612
144,1515266940,16713.2,16750.0,16750.0,16735.0,1.5249006600000001
145,1515266880,16700.0,16750.0,16700.0,16749.99,5.311265349999999
146,1515266820,16682.47,16700.0,16682.47,16700.0,3.23849805
147,1515266760,16687.0,16700.01,16700.0,16687.0,1.735010739999999
148,1515266700,16700.0,16710.01,16710.01,16700.0,1.66835175
149,1515266640,16710.0,16715.0,16715.0,16710.01,2.330328759999999
150,1515266580,16715.0,16722.0,16722.0,16715.0,2.77791486
151,1515266520,16721.99,16742.17,16742.17,16721.99,4.36427981
152,1515266460,16742.1,16765.56,16742.1,16742.16,3.02356
153,1515266400,16742.38,16786.0,16786.0,16742.39,4.575872769999999
154,1515266340,16785.99,16787.0,16786.7,16785.99,3.353538439999999
155,1515266280,16786.69,16786.7,16786.7,16786.69,0.8518372200000001
156,1515266220,16785.99,16790.0,16785.99,16786.7,0.80126202
157,1515266160,16785.02,16786.0,16785.03,16786.0,0.77173731
158,1515266100,16779.99,16785.03,16785.02,16779.99,1.8755922799999991
159,1515266040,16780.0,16801.0,16800.99,16785.03,1.856045819999999
160,1515265980,16770.0,16821.99,16770.01,16813.88,4.06835192
161,1515265920,16760.0,16775.02,16770.0,16770.01,4.07026491
162,1515265860,16776.69,16800.01,16800.0,16779.01,5.25986736
163,1515265800,16802.37,16832.9,16832.9,16802.37,1.94318776
164,1515265740,16832.89,16849.99,16849.99,16832.89,2.91259034
165,1515265680,16849.98,16849.99,16849.98,16849.98,3.81772712
166,1515265620,16829.99,16849.99,16830.0,16849.99,6.073195800000001
167,1515265560,16804.99,16830.0,16804.99,16830.0,2.92956196
168,1515265500,16804.99,16805.0,16805.0,16805.0,1.58907418
169,1515265440,16802.01,16805.0,16802.01,16805.0,3.21615231
170,1515265380,16800.1,16802.01,16800.11,16802.01,0.81796519
171,1515265320,16799.99,16800.0,16800.0,16800.0,2.04584454
172,1515265260,16799.99,16800.0,16800.0,16800.0,1.89243689
173,1515265200,16785.02,16800.0,16785.02,16800.0,3.83427718
174,1515265140,16785.02,16785.02,16785.02,16785.02,2.40446788
175,1515265080,16785.01,16785.02,16785.02,16785.01,1.10373382
176,1515265020,16785.0,16799.9,16799.9,16785.02,1.98202364
177,1515264960,16799.9,16802.01,16802.01,16799.9,4.125398810000001
178,1515264900,16802.0,16802.01,16802.0,16802.0,4.26064993
179,1515264840,16802.0,16804.59,16804.58,16802.0,5.81535883
180,1515264780,16804.58,16804.59,16804.59,16804.58,5.6694705
181,1515264720,16804.58,16804.59,16804.58,16804.59,2.33906872
182,1515264660,16801.99,16804.59,16802.0,16804.58,0.70335459
183,1515264600,16799.97,16802.0,16799.98,16802.0,3.417111020000001
184,1515264540,16799.95,16799.98,16799.96,16799.98,7.211950529999998
185,1515264480,16794.99,16799.96,16794.99,16799.96,3.48979895
186,1515264420,16774.59,16795.0,16774.59,16795.0,5.244069490000001
187,1515264360,16760.28,16774.59,16760.29,16774.59,6.409431389999998
188,1515264300,16760.28,16760.29,16760.28,16760.29,5.61849352
189,1515264240,16726.64,16760.29,16726.64,16760.29,7.3619318
190,1515264180,16726.64,16750.01,16750.01,16726.64,3.36443667
191,1515264120,16750.0,16755.01,16755.0,16750.0,3.90957111
192,1515264060,16756.11,16774.88,16774.87,16756.11,4.12715945
193,1515264000,16756.12,16775.0,16756.13,16774.87,8.99953966
194,1515263940,16756.12,16800.01,16800.01,16756.12,5.275901859999998
195,1515263880,16800.0,16822.69,16822.68,16800.01,4.09383123
196,1515263820,16822.68,16852.05,16852.05,16822.68,7.01655512
197,1515263760,16851.0,16890.85,16890.85,16852.04,4.691590079999999
198,1515263700,16890.85,16890.86,16890.86,16890.86,3.27772637
199,1515263640,16880.03,16890.86,16880.03,16890.86,8.50361045
200,1515263580,16876.94,16890.86,16890.86,16880.03,7.511989200000001
201,1515263520,16884.25,16890.86,16884.25,16890.85,3.28181812
202,1515263460,16875.0,16944.99,16944.99,16884.25,6.47413724
203,1515263400,16910.38,16950.0,16949.29,16944.95,4.717588569999999
204,1515263340,16902.74,16963.0,16953.03,16950.0,2.269118479999999
205,1515263280,16955.0,16961.7,16960.0,16955.0,2.584330279999999
206,1515263220,16960.0,16970.0,16970.0,16961.7,7.03907328
207,1515263160,16960.0,16960.02,16960.02,16960.01,3.8558366299999998
208,1515263100,16960.0,16979.0,16978.99,16960.02,3.21071252
209,1515263040,16968.16,16979.0,16973.0,16979.0,7.299439310000001
210,1515262980,16975.01,16979.0,16979.0,16975.01,1.58777641
211,1515262920,16978.87,16979.0,16978.88,16978.99,4.592990509999999
212,1515262860,16973.02,16978.88,16973.03,16978.88,2.94608043
213,1515262800,16946.0,16973.03,16960.13,16973.03,6.855081820000001
214,1515262740,16953.05,16968.69,16968.69,16960.13,3.437207309999999
215,1515262680,16968.68,16984.8,16977.0,16968.68,3.973662689999999
216,1515262620,16967.5,16976.0,16967.5,16976.0,8.05300826
217,1515262560,16952.01,16967.5,16952.01,16967.5,3.03129722
218,1515262500,16915.0,16952.01,16951.1,16952.01,1.07314723
219,1515262440,16950.0,16951.1,16950.0,16951.1,3.12164506
220,1515262380,16949.99,16950.0,16950.0,16950.0,6.41989963
221,1515262320,16928.23,16950.0,16928.23,16950.0,6.876535380000001
222,1515262260,16923.01,16942.23,16942.23,16928.22,5.772554660000001
223,1515262200,16942.22,16942.23,16942.23,16942.22,1.685221319999999
224,1515262140,16935.57,16942.23,16935.58,16942.22,7.003034089999999
225,1515262080,16923.0,16935.58,16923.0,16935.58,4.340923749999998
226,1515262020,16908.18,16923.0,16908.18,16923.0,14.017646210000002
227,1515261960,16899.39,16908.19,16899.4,16908.19,2.471292269999999
228,1515261900,16899.39,16899.4,16899.4,16899.4,3.480828119999999
229,1515261840,16898.99,16899.4,16899.0,16899.4,4.788497809999999
230,1515261780,16898.98,16899.0,16898.99,16899.0,3.709660359999999
231,1515261720,16897.99,16898.99,16897.99,16898.98,0.9902502200000001
232,1515261660,16893.17,16897.99,16893.18,16897.99,1.25454278
233,1515261600,16891.99,16893.18,16892.0,16893.18,2.77645592
234,1515261540,16891.99,16892.0,16891.99,16892.0,1.478582809999999
235,1515261480,16891.99,16892.0,16892.0,16892.0,1.19882796
236,1515261420,16888.17,16891.99,16888.17,16891.99,3.15414521
237,1515261360,16881.99,16888.17,16888.16,16888.17,2.5964287500000003
238,1515261300,16881.99,16888.66,16881.99,16888.17,3.309484819999999
239,1515261240,16869.33,16882.0,16875.0,16882.0,1.20822201
240,1515261180,16856.12,16866.31,16856.12,16866.3,1.96171716
241,1515261120,16856.12,16856.13,16856.12,16856.13,2.1851705900000002
242,1515261060,16856.12,16856.13,16856.13,16856.12,3.69822495
243,1515261000,16856.12,16882.0,16881.99,16856.13,3.6949549999999993
244,1515260940,16855.0,16882.0,16855.0,16881.99,2.47940865
245,1515260880,16846.25,16855.0,16846.25,16855.0,3.92356399
246,1515260820,16846.24,16846.25,16846.25,16846.25,10.209035490000002
247,1515260760,16844.99,16846.25,16845.0,16846.25,1.5073402900000001
248,1515260700,16843.89,16845.0,16843.89,16845.0,1.1027622400000001
249,1515260640,16839.99,16843.89,16840.0,16843.88,9.50783161
250,1515260580,16835.57,16840.0,16835.57,16840.0,2.546336809999999
251,1515260520,16835.57,16835.94,16835.94,16835.57,2.48155695
252,1515260460,16830.0,16840.0,16830.0,16835.94,4.39700463
253,1515260400,16824.99,16830.0,16824.99,16830.0,2.599735589999999
254,1515260340,16824.99,16825.0,16825.0,16825.0,1.496926639999999
255,1515260280,16824.99,16825.0,16824.99,16825.0,1.31788114
256,1515260220,16824.59,16825.0,16824.6,16824.99,1.59833904
257,1515260160,16824.59,16824.6,16824.6,16824.59,1.9491592400000002
258,1515260100,16815.86,16824.6,16815.86,16824.6,6.03897397
259,1515260040,16758.51,16840.0,16758.51,16815.86,3.8044775700000013
260,1515259980,16758.5,16768.68,16768.68,16758.51,4.489231310000001
261,1515259920,16765.73,16823.0,16823.0,16768.66,2.176381579999999
262,1515259860,16820.32,16824.48,16820.32,16823.0,2.87963129
263,1515259800,16820.0,16820.01,16820.01,16820.01,2.21298322
264,1515259740,16820.0,16820.32,16820.32,16820.01,1.25460241
265,1515259680,16809.99,16812.93,16809.99,16812.93,0.43379621
266,1515259620,16809.99,16810.0,16810.0,16809.99,4.37020753
267,1515259560,16789.99,16810.0,16803.64,16801.39,2.92566621
268,1515259500,16773.02,16801.91,16773.61,16801.91,3.0370014
269,1515259440,16758.53,16770.09,16758.53,16770.09,4.149473619999999
270,1515259380,16747.3,16758.53,16747.3,16758.52,4.18142003
271,1515259320,16710.0,16770.09,16770.09,16747.31,3.430143469999999
272,1515259260,16750.0,16800.03,16799.0,16770.08,3.7617225299999992
273,1515259200,16800.01,16812.08,16800.01,16800.02,1.1741397199999999
274,1515259140,16812.11,16814.93,16812.12,16814.93,2.128646
275,1515259080,16804.99,16812.12,16805.0,16812.12,8.91441381
276,1515259020,16804.99,16805.0,16805.0,16804.99,7.847896299999999
277,1515258960,16799.0,16805.0,16799.0,16805.0,4.70329463
278,1515258900,16800.0,16835.02,16835.02,16810.0,1.5324374500000002
279,1515258840,16835.02,16835.03,16835.03,16835.02,1.9138563300000002
280,1515258780,16819.09,16835.03,16819.1,16835.02,3.82068943
281,1515258720,16819.09,16819.1,16819.1,16819.1,5.0694636100000015
282,1515258660,16806.11,16835.48,16835.48,16819.1,2.60561647
283,1515258600,16824.99,16835.48,16825.0,16835.47,4.861822719999999
284,1515258540,16824.49,16824.5,16824.49,16824.5,3.068962279999999
285,1515258480,16799.99,16824.5,16800.0,16824.49,3.95837815
286,1515258420,16799.0,16800.0,16799.0,16800.0,5.71163018
287,1515258360,16799.0,16799.01,16799.0,16799.01,4.701251519999999
288,1515258300,16800.3,16809.32,16809.32,16801.28,2.5040407
289,1515258240,16801.29,16843.86,16843.85,16809.7,6.44510343
290,1515258180,16843.85,16843.89,16843.89,16843.86,3.16079714
291,1515258120,16843.88,16843.89,16843.88,16843.89,1.72889001
292,1515258060,16770.06,16843.89,16770.07,16843.89,4.489970579999999
293,1515258000,16729.62,16811.12,16811.11,16770.06,10.690828949999998
294,1515257940,16681.61,16893.18,16893.18,16811.12,5.88448852
295,1515257880,16893.17,16893.18,16893.18,16893.18,5.975511670000001
296,1515257820,16874.0,16893.18,16874.0,16893.18,2.992056649999999
297,1515257760,16849.99,16873.39,16850.0,16873.39,3.818714919999999
298,1515257700,16835.41,16850.0,16835.41,16850.0,9.28718482
299,1515257640,16799.99,16834.99,16799.99,16834.99,4.67471859
300,1515257580,16783.82,16799.99,16783.82,16799.99,8.64415889
301,1515257520,16783.82,16783.83,16783.82,16783.83,4.179105639999999
302,1515257460,16783.82,16783.83,16783.83,16783.83,3.66410583
303,1515257400,16760.0,16783.83,16760.0,16783.83,2.418547629999999
304,1515257340,16760.0,16774.35,16760.01,16760.01,3.38652345
305,1515257280,16760.0,16783.83,16783.83,16760.0,3.34152248
306,1515257220,16783.82,16783.83,16783.83,16783.83,10.28618018
307,1515257160,16779.0,16783.84,16779.0,16783.83,7.618250590000001
308,1515257100,16755.7,16779.0,16755.71,16779.0,3.99069802
309,1515257040,16751.96,16755.71,16751.97,16755.7,2.90030498
310,1515256980,16748.99,16751.97,16748.99,16751.97,3.0848669
311,1515256920,16728.39,16749.0,16728.4,16749.0,4.104899870000001
312,1515256860,16728.39,16728.4,16728.4,16728.4,2.59081568
313,1515256800,16722.0,16728.4,16722.0,16728.4,1.8527448999999998
314,1515256740,16704.96,16722.0,16704.96,16722.0,2.6900258999999993
315,1515256680,16649.0,16704.96,16649.0,16704.96,2.06036001
316,1515256620,16609.99,16649.0,16620.03,16649.0,4.51839308
317,1515256560,16604.98,16620.0,16604.98,16620.0,4.14814349
318,1515256500,16599.4,16600.0,16599.41,16600.0,0.7266229200000001
319,1515256440,16583.07,16600.0,16583.07,16599.45,0.9809874000000001
320,1515256380,16583.07,16583.08,16583.07,16583.07,0.908712209999999
321,1515256320,16583.07,16583.08,16583.08,16583.07,2.8395894399999992
322,1515256260,16583.0,16607.02,16594.72,16583.08,1.38438394
323,1515256200,16575.0,16602.64,16575.01,16583.02,1.47862829
324,1515256140,16575.08,16605.01,16605.0,16575.08,1.32159033
325,1515256080,16608.0,16613.78,16613.78,16608.0,1.600990499999999
326,1515256020,16603.01,16617.74,16613.79,16613.78,3.85064557
327,1515255960,16590.0,16613.79,16590.0,16613.79,5.50929028
328,1515255900,16571.0,16587.45,16571.01,16587.44,1.03578342
329,1515255840,16569.99,16571.01,16570.0,16571.01,2.5766736
330,1515255780,16569.99,16570.0,16570.0,16570.0,5.37019005
331,1515255720,16569.99,16570.0,16570.0,16570.0,4.24723957
332,1515255660,16565.72,16570.0,16565.73,16570.0,2.31017271
333,1515255600,16549.84,16565.73,16549.85,16565.73,2.94884397
334,1515255540,16549.98,16550.02,16550.01,16549.98,3.39221888
335,1515255480,16550.01,16550.02,16550.01,16550.01,1.28422235
336,1515255420,16550.01,16550.02,16550.02,16550.01,0.73095274
337,1515255360,16550.01,16550.02,16550.02,16550.02,1.13381371
338,1515255300,16550.01,16550.02,16550.01,16550.02,1.45301368
339,1515255240,16550.01,16561.01,16561.01,16550.01,1.07688705
340,1515255180,16561.0,16567.08,16567.08,16561.01,0.99276391
341,1515255120,16562.94,16567.08,16562.95,16567.07,0.8321237399999991
342,1515255060,16562.92,16562.95,16562.93,16562.94,0.5840042400000001
343,1515255000,16562.91,16562.92,16562.92,16562.92,1.871452319999999
344,1515254940,16562.91,16574.02,16574.02,16562.91,2.442390299999999
345,1515254880,16555.61,16621.1,16594.98,16574.02,5.61124613
346,1515254820,16582.0,16596.92,16582.0,16594.98,2.55478218
347,1515254760,16562.92,16581.71,16562.92,16581.71,2.137837299999999
348,1515254700,16562.91,16573.8,16570.8,16562.92,5.078252099999998
349,1515254640,16552.94,16565.75,16552.94,16565.75,1.808399
350,1515254580,16552.93,16552.94,16552.94,16552.93,0.80443233
